﻿桃园别墅,﻿玉山-城东-太仓寺桥路和柳园路交汇处,﻿121.104231,﻿31.462416,﻿10212,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿果园一村,﻿玉山-城东-南园西路和长春南路交汇处,﻿126.040592,﻿44.373520,﻿9938,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿后塘花园,﻿玉山-老城区-朝阳西路,﻿120.961727,﻿31.373918,﻿21044,﻿暂无数据,﻿0.80元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2000年,﻿暂无数据,﻿1.5,﻿32%(一般),﻿昆山城市建设投资发展有限公司,﻿小区自治,3,36
﻿洋沙三村,﻿玉山-城东-太平路和弇山路交汇处,﻿120.895949,﻿31.176394,﻿11691,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿恒荣泰广场,﻿玉山-城东-锦州路83号,﻿120.980737,﻿31.385598,﻿17236,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿森茂国际汽车广场,﻿玉山-城东-太平北路55号,﻿120.980737,﻿31.385598,﻿9746,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿华阳星城,﻿玉山-城东-太平北路与南京路交汇处,﻿120.980737,﻿31.385598,﻿12100,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿麒麟新村,﻿玉山-老城区-人民路,﻿120.957692,﻿31.373646,﻿30286,﻿暂无数据,﻿2.10元/㎡/月,﻿暂无数据,﻿暂无数据,﻿1999年,﻿地面停车位,﻿1.5,﻿30%(一般),﻿昆山城市建设投资发展有限公司_x000D_,﻿同进物业,0,33
﻿广福小区,﻿玉山-城北-广福路,﻿120.934063,﻿31.407267,﻿13900,﻿暂无数据,﻿0.60元/㎡/月,﻿暂无数据,﻿865户,﻿2011年,﻿865,﻿1,﻿25%(一般),﻿昆山城市建设投资发展有限公司,﻿暂无数据,0,0
﻿上城国际,﻿玉山-城东-太平南路18号,﻿121.120741,﻿31.444284,﻿8400,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿国泰花园别墅,﻿玉山-城东-太平南路和滨河路交汇处,﻿121.124375,﻿31.439021,﻿49664,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿绿地21新城(1期),﻿玉山-城东-洞庭湖路218号,﻿121.025829,﻿31.374503,﻿17083,﻿暂无数据,﻿1.90元/㎡/月,﻿1780000m²,﻿9000户,﻿2015年,﻿9500,﻿2.5,﻿32%(一般),﻿绿地集团(昆山)东城置业有限公司,﻿绿地集团(昆山)东城置业有限公司,2,73
﻿秀峰新村,﻿玉山-老城区-中山路,﻿120.950660,﻿31.385899,﻿28873,﻿暂无数据,﻿0.60元/㎡/月,﻿54000m²,﻿暂无数据,﻿2006年,﻿669,﻿1.56,﻿40%(高),﻿昆山城市建设投资发展有限公司,﻿昆山红峰物业公司,11,77
﻿文景园,﻿玉山-城北-花园路908号,﻿120.949839,﻿31.397618,﻿14885,﻿暂无数据,﻿0.00元/㎡/月,﻿87895m²,﻿768户,﻿2000年,﻿地上150元/月,﻿2.3,﻿暂无数据,﻿暂无数据,﻿小区自治,7,63
﻿仁和小区,﻿玉山-城北-新北路,﻿120.954793,﻿31.395934,﻿14258,﻿暂无数据,﻿0.50元/㎡/月,﻿9800m²,﻿850户,﻿2002年,﻿30,﻿1,﻿32%(一般),﻿暂无数据,﻿小区自治,3,10
﻿南华苑,﻿玉山-城西-鹿城路,﻿120.929069,﻿31.393028,﻿19513,﻿暂无数据,﻿1.20元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2006年,﻿暂无数据,﻿2.3,﻿25%(一般),﻿成都蓝灵房屋开发有限公司,﻿四川铭瑞物业管理有限公司,0,6
﻿南苑西村,﻿玉山-老城区-珠江路,﻿120.762812,﻿31.663896,﻿17638,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿1998年,﻿暂无数据,﻿1.2,﻿39%(一般),﻿苏州沧浪建设开发有限公司,﻿业主自营,1,4
﻿天际云墅,﻿玉山-城东-洞庭湖中路333号,﻿121.031217,﻿31.397692,﻿14737,﻿暂无数据,﻿2.70元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2018年,﻿暂无数据,﻿2.5,﻿40%(高),﻿昆山万泓建设开发有限公司,﻿绿城物业服务集团有限公司,0,181
﻿南苑小区,﻿千灯-石浦-兴浦路,﻿120.829203,﻿31.296026,﻿9980,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2006年,﻿地面停车位,﻿1,﻿35%(一般),﻿江苏城市建设,﻿小区自治,3,12
﻿游站未来城,﻿花桥-易买得-绿地大道258号,﻿121.127360,﻿31.287374,﻿11705,﻿暂无数据,﻿6.00元/㎡/月,﻿104683m²,﻿601户,﻿2014年,﻿488,﻿4.4,﻿20%(一般),﻿昆山城开锦亭置业有限公司,﻿昆山花桥游站物业服务管理有限公司,125,230
﻿藏园楼,﻿锦溪-锦溪-文昌路,﻿120.902837,﻿31.172911,﻿10000,﻿暂无数据,﻿1.20元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿1.3,﻿30%(一般),﻿昆山城建发展有限责任公司,﻿小区自治,0,12
﻿翡翠名都,﻿玉山-老城区-长江南路,﻿120.959042,﻿31.265855,﻿14602,﻿暂无数据,﻿2.00元/㎡/月,﻿93725m²,﻿800户,﻿2012年,﻿800,﻿3.49,﻿31%(一般),﻿昆山翡翠房地产开发有限公司,﻿昆山翡翠物业,141,279
﻿丽景江南,﻿周市-万达-青阳北路198号,﻿120.992598,﻿31.410600,﻿17515,﻿暂无数据,﻿1.50元/㎡/月,﻿49832m²,﻿2790户,﻿2010年,﻿403,﻿2.4,﻿43%(高),﻿常熟市建业房地产开发有限公司昆山分公司,﻿昆山居安顺物业管理有限公司,14,48
﻿市北锦苑,﻿周市-周市-青阳北路980号,﻿120.989668,﻿31.472522,﻿12595,﻿暂无数据,﻿0.80元/㎡/月,﻿30000m²,﻿80户,﻿2010年,﻿地面停车位,﻿1.4,﻿40%(高),﻿昆山蔚洲房产开发有限公司_x000D_,﻿昆山市金阳物业管理有限责任公司,15,129
﻿天成丽景,"﻿巴城-石牌-中华路,近茆沙塘北路",﻿120.909767,﻿31.500974,﻿11685,﻿暂无数据,﻿0.50元/㎡/月,﻿65000m²,﻿800户,﻿2006年,﻿560,﻿0.5,﻿41%(高),﻿昆山凯迪房地产有限公司_x000D_,﻿昆山市华美物业有限公司,2,82
﻿天阔小区,﻿玉山-城北-北门路,﻿120.947726,﻿31.457579,﻿11176,﻿暂无数据,﻿1.00元/㎡/月,﻿125056m²,﻿808户,﻿2016年,﻿808,﻿1.8,﻿35%(一般),﻿暂无数据,﻿振华物业,0,0
﻿嘉和苑,﻿玉山-城北-北门路1270号,﻿120.950303,﻿31.420398,﻿15495,﻿暂无数据,﻿1.20元/㎡/月,﻿87095m²,﻿475户,﻿2007年,﻿270,﻿1.88,﻿40%(高),﻿市政建设,﻿振华物业,8,100
﻿尼盛花园,﻿玉山-城东-苏州中路和发达路交汇处,﻿121.142714,﻿31.487322,﻿8810,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿东辉铂领花园,﻿周市-卜蜂莲花-新浦路663号,﻿120.984393,﻿31.401637,﻿21010,﻿暂无数据,﻿1.50元/㎡/月,﻿83200m²,﻿505户,﻿2010年,﻿250,﻿2.44,﻿45%(高),﻿昆山东辉房地产发展有限公司,﻿安邦物业管理有限公司,5,73
﻿鑫茂花园,﻿周市-周市-鑫茂路360号,﻿120.976280,﻿31.467251,﻿12788,﻿暂无数据,﻿1.00元/㎡/月,﻿314178m²,﻿2760户,﻿2011年,﻿270,﻿1.72,﻿40%(高),﻿昆山蔚洲房产开发有限公司,﻿没有物业,59,443
﻿睦和花园,﻿周市-卜蜂莲花-长江北路,﻿120.977574,﻿31.401869,﻿15819,﻿暂无数据,﻿1.30元/㎡/月,﻿8568m²,﻿1170户,﻿2008年,﻿196,﻿1.2,﻿35%(一般),﻿昆山市顺康住房开发中心有限公司,﻿业主自管,29,130
﻿沛绿园,﻿周市-客运北站-长江北路,﻿120.623528,﻿31.331285,﻿30800,﻿暂无数据,﻿2.00元/㎡/月,﻿20000m²,﻿95户,﻿2008年,﻿134,﻿0.38,﻿50%(高),﻿世新置业有限公司,﻿南通华光物业管理有限公司,1,43
﻿淀山湖花园仁苑,"﻿淀山湖-淀山湖-永利路,近扬帆路",﻿121.019126,﻿31.168689,﻿16621,﻿暂无数据,﻿0.50元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿业主自营,11,12
﻿绿地21城D区公寓,﻿花桥-香榭丽大道-圣心西环路33弄,﻿121.103744,﻿31.281626,﻿19753,﻿公寓,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿绿地21城A区别墅,﻿花桥-香榭丽大道-绿地大道圣心东环路55弄，66弄,﻿121.105671,﻿31.291281,﻿24896,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,1,0
﻿秦峰花园一村,﻿千灯-千灯古镇-秦峰中路,﻿121.006168,﻿31.268764,﻿9265,﻿暂无数据,﻿0.50元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2005年,﻿暂无数据,﻿1.2,﻿45%(高),﻿昆山市千灯镇秦峰房产有限公司_x000D_,﻿江苏千灯秦峰物业,3,34
﻿江南春堤二期,﻿张浦-江南春堤-振新东路898号,﻿120.957642,﻿31.313499,﻿11312,﻿暂无数据,﻿0.70元/㎡/月,﻿85416m²,﻿10000户,﻿2010年,﻿960,﻿1.18,﻿54%(高),﻿昆山兴华房产有限公司,﻿博艺物业,17,225
﻿阳光水世界(逸品湾),﻿玉山-城东-太湖南路33号,﻿121.042916,﻿31.376586,﻿19194,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,16,69
﻿阳光水世界(云水阁),﻿玉山-城东-夏西街,﻿121.045024,﻿31.373930,﻿19919,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,8,161
﻿阳光水世界(蓝湾苑),﻿玉山-城东-太湖南路,﻿121.036000,﻿31.362113,﻿18048,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,7,69
﻿中航城(别墅),﻿玉山-城东-前进东路589号,﻿121.027440,﻿31.383192,﻿25759,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,2,74
﻿阳光水世界(碧波轩),﻿玉山-城东-太湖南路,﻿121.036000,﻿31.362113,﻿18831,﻿暂无数据,﻿0.90元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2010年,﻿暂无数据,﻿0.85,﻿42%(高),﻿昆山紫元房地产开发有限公司,﻿北京信和物业,4,39
﻿风栖园,﻿巴城-巴城-长长江路与中华路交界处,﻿120.909657,﻿31.500469,﻿9230,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿竹园一村,﻿玉山-城北-紫竹路,﻿120.958755,﻿31.406349,﻿13714,﻿暂无数据,﻿0.00元/㎡/月,﻿9000m²,﻿1100户,﻿2000年,﻿地面停车位,﻿1,﻿30%(一般),﻿昆山城市建设投资发展有限公司,﻿暂无数据,1,6
﻿团结北村朝阳公寓,﻿玉山-老城区-合兴西路,﻿120.953031,﻿31.369998,﻿20372,﻿暂无数据,﻿0.60元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2007年,﻿地面停车位,﻿1.6,﻿35%(一般),﻿昆山城市建设投资发展有限公司,﻿小区自治,2,12
﻿柏庐广场,﻿玉山-老城区-前进西路,﻿120.907913,﻿31.381496,﻿22443,﻿暂无数据,﻿2.60元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2005年,﻿地面停车位、地下停车库,﻿暂无数据,﻿35%(一般),﻿华清建设发展有限公司,﻿同进物业,9,28
﻿红峰二村一区,"﻿玉山-老城区-红峰支路,近红峰东路",﻿120.945213,﻿31.382278,﻿24735,﻿暂无数据,﻿0.00元/㎡/月,﻿20345m²,﻿632户,﻿2001年,﻿地面停车位,﻿0.7,﻿20%(一般),﻿昆山城建发展有限责任公司,﻿业主自管,4,24
﻿昆城博奥苑,﻿玉山-城西-朝阳西路,﻿120.961727,﻿31.373918,﻿22527,﻿暂无数据,﻿1.20元/㎡/月,﻿121880m²,﻿884户,﻿2014年,﻿860,﻿1.43,﻿40%(高),﻿市政建设,﻿昆山利群物业,6,176
﻿金凤凰小区,﻿玉山-老城区-集街21号,﻿120.964946,﻿31.379525,﻿23932,﻿暂无数据,﻿0.00元/㎡/月,﻿240000m²,﻿1200户,﻿2006年,﻿500,﻿1.1,﻿36%(一般),﻿暂无数据,﻿小区自治,1,38
﻿汇园小区,﻿玉山-城北-北门路,﻿120.947726,﻿31.457579,﻿13333,﻿普通住宅,﻿无,﻿暂无数据,﻿650户,﻿暂无数据,﻿地面停车位,﻿1.6,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿馨嘉园,﻿玉山-城北-昆太路682号,﻿120.968749,﻿31.391280,﻿16287,﻿暂无数据,﻿1.60元/㎡/月,﻿119000m²,﻿2226户,﻿2007年,﻿地面停车位,﻿1.54,﻿35%(一般),﻿昆山城市建设投资发展有限公司,﻿昆山恒通物业管理有限公司,5,22
﻿碧波公寓,﻿玉山-老城区-月城街121号,﻿120.963919,﻿31.379369,﻿19016,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2005年,﻿1：0.5,﻿2,﻿36%(一般),﻿暂无数据,﻿小区自治,0,18
﻿环庆商苑,﻿玉山-城北-环庆路,﻿120.947638,﻿31.412195,﻿14018,﻿暂无数据,﻿1.50元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2005年,﻿100,﻿1.5,﻿36%(一般),﻿暂无数据,﻿环庆商苑物业管理,9,57
﻿裕丰大厦,﻿玉山-城北-萧林路1023号,﻿120.946666,﻿31.403734,﻿12258,﻿暂无数据,﻿2.50元/㎡/月,﻿60000m²,﻿750户,﻿2009年,﻿地上停车位：100,﻿暂无数据,﻿20%(一般),﻿江苏振华投资发展有限公司,﻿春雷物业,3,24
﻿格林阳光,﻿张浦-张浦-海虹路467号,﻿120.942222,﻿31.279079,﻿7516,﻿暂无数据,﻿1.00元/㎡/月,﻿82080m²,﻿894户,﻿2008年,﻿894,﻿1.64,﻿45%(高),﻿长顺集团,﻿长顺集团,0,0
﻿上海星城花苑,﻿张浦-张浦-新吴街288号,﻿120.937012,﻿31.283713,﻿11958,﻿暂无数据,﻿0.00元/㎡/月,﻿330000m²,﻿2050户,﻿2005年,﻿298,﻿1.45,﻿41%(高),﻿昆山嘉屯房地产开发经营有限公司,﻿上海嘉屯物业管理有限公,63,266
﻿阳明山庄,﻿张浦-大市-商秧湖路,﻿120.953229,﻿31.235468,﻿16506,﻿暂无数据,﻿2.00元/㎡/月,﻿22201m²,﻿960户,﻿2002年,﻿86,﻿暂无数据,﻿45%(高),﻿昆山阳明房地产建设有限公司,﻿昆山市新大陆物业管理有限公司,0,15
﻿丽水湾(西区),﻿张浦-大市-商鞅湖路,﻿120.953229,﻿31.235468,﻿9923,﻿暂无数据,﻿0.00元/㎡/月,﻿218825m²,﻿1128户,﻿2009年,﻿210,﻿0.8,﻿47%(高),﻿上海奉庄资产经营发展有限公司,﻿上海良友物业管理有限公司,0,38
﻿银鹿新城,﻿张浦-张浦-机场路,﻿121.056700,﻿31.225723,﻿11890,﻿暂无数据,﻿0.45元/㎡/月,﻿150000m²,﻿1000户,﻿2004年,﻿400,﻿1.28,﻿40%(高),﻿昆山市住宅建设有限公司,﻿昆山绿城物业公司,59,306
﻿恒源尚座,﻿张浦-张浦-茶凤街,﻿120.949834,﻿31.286711,﻿10155,﻿暂无数据,﻿0.00元/㎡/月,﻿8917m²,﻿170户,﻿2009年,﻿170,﻿1.3,﻿40%(高),﻿昆山恒源房地产开发有限公司,﻿昆山恒缘物业管理有限公司,4,6
﻿锦绣港湾,﻿张浦-张浦-茶风街,﻿120.951719,﻿31.286702,﻿10586,﻿暂无数据,﻿0.60元/㎡/月,﻿30000m²,﻿285户,﻿2004年,﻿285,﻿0.85,﻿40%(高),﻿昆山市苏昆房产有限公司,﻿昆山恒通物业管理有限公司,6,28
﻿理想城,﻿张浦-江南春堤-长江南路,﻿120.958128,﻿31.313011,﻿9834,﻿别墅,﻿1.2元/月/平米,﻿15182m²,﻿48户,﻿2009年,﻿48,﻿1.3,﻿42%(高),﻿昆山市兴华房产有限公司,﻿恒通置业有限公司,0,0
﻿康宁公寓,﻿张浦-大市-淞沪中路200号,﻿120.951332,﻿31.230266,﻿8627,﻿暂无数据,﻿1.20元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2012年,﻿暂无数据,﻿1.3,﻿35%(一般),﻿昆山城市建设投资发展有限公司,﻿暂无数据,0,3
﻿益闵花园,﻿张浦-张浦-新吴街168号,﻿120.940065,﻿31.283811,﻿11372,﻿暂无数据,﻿0.60元/㎡/月,﻿65200m²,﻿400户,﻿2010年,﻿地面停车位,﻿1.2,﻿33%(一般),﻿暂无数据,﻿益闵房产公司,5,35
﻿盛巷小区,﻿张浦-张浦-港浦路与亲和路交叉口,﻿120.947449,﻿31.293825,﻿10843,﻿普通住宅,﻿0.7元/㎡/月,﻿10000m²,﻿1832户,﻿2014年,﻿100%,﻿100,﻿74%(高),﻿三江,﻿盛巷物业,0,0
﻿康桥小区,﻿巴城-阳澄湖-湖滨北路,﻿120.848777,﻿31.462100,﻿5495,﻿暂无数据,﻿0.80元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿1.6,﻿38%(一般),﻿苏州新创建设发展有限公司,﻿暂无数据,0,38
﻿北大资源理城(西区),﻿巴城-巴城-迎宾路,﻿121.012505,﻿31.453422,﻿14795,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,5,196
﻿录溪新村,﻿陆家-陆家-陆家镇,﻿120.980737,﻿31.385598,﻿12560,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿2007年,﻿地面停车位、地下停车库,﻿1,﻿30%(一般),﻿暂无数据,﻿暂无数据,0,0
﻿光华糖果公元,﻿花桥-赛格电子城-晨风路158号,﻿121.147828,﻿31.287944,﻿9836,﻿暂无数据,﻿3.50元/㎡/月,﻿52000m²,﻿544户,﻿2016年,﻿317,﻿4.71,﻿31%(一般),﻿苏州佳福娱乐有限公司昆山分公司,﻿苏州佳友物业,4,51
﻿绿地滨江雅苑,﻿花桥-花桥新城-金融大道,﻿121.064819,﻿31.275167,﻿17052,﻿暂无数据,﻿2.40元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿2.5,﻿40%(高),﻿昆山源翔置业有限公司,﻿上海科瑞物业管理发展有限公司,25,525
﻿陆家公园,﻿陆家-陆家-童泾路30号,﻿121.043497,﻿31.313628,﻿11413,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿中大未来城,"﻿玉山-城西-马鞍山中路,近共青路",﻿118.341023,﻿31.716194,﻿29037,﻿暂无数据,﻿2.00元/㎡/月,﻿449744m²,﻿2229户,﻿2014年,﻿2867,﻿2.48,﻿40%(高),﻿江苏中大地产集团有限公司,﻿昆山中恒物业,39,551
﻿恒海国际高尔夫花园,﻿淀山湖-淀山湖-永利路与旭宝路交汇处,﻿121.015993,﻿31.168767,﻿21167,﻿暂无数据,﻿暂无数据,﻿60447m²,﻿196户,﻿2013年,﻿每户均配有停车位,﻿0.25,﻿70%(高),﻿江苏东恒海鑫置业有限公司,﻿暂无数据,0,0
﻿秋泉家园,﻿千灯-石浦-声荣路,﻿121.054667,﻿31.259212,﻿9330,﻿暂无数据,﻿0.80元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2000年,﻿地面停车位、地下停车库,﻿1.8,﻿36%(一般),﻿暂无数据,﻿小区自治,0,23
﻿万延晶品,﻿玉山-城东-前进东路与黄浦江路交叉口,﻿121.009249,﻿31.386664,﻿8139,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿黄浦君庭,﻿千灯-千灯古镇-黄浦江路,﻿121.014202,﻿31.234611,﻿13511,﻿暂无数据,﻿1.70元/㎡/月,﻿162533m²,﻿1145户,﻿2013年,﻿951,﻿1.8,﻿36%(一般),﻿黄浦君庭,﻿新苏皇冠物业有限公司,42,534
﻿皓康小时代,﻿玉山-城北-昆北路,﻿120.955511,﻿31.398665,﻿13743,﻿暂无数据,﻿0.50元/㎡/月,﻿79909m²,﻿暂无数据,﻿2017年,﻿457,﻿2.5,﻿40%(高),﻿昆山皓康房地产开发有限公司,﻿暂无数据,52,230
﻿大自然花园,﻿淀山湖-淀山湖-新乐路999号,﻿120.992035,﻿31.185256,﻿27253,﻿暂无数据,﻿0.45元/㎡/月,﻿147000m²,﻿196户,﻿2012年,﻿196,﻿0.21,﻿49%(高),﻿大自然昆山置业有限公司,﻿大自然物业有限公司,3,72
﻿凤祥园（巴城）,﻿巴城-石牌-长江北路与中华路交叉口,﻿120.909657,﻿31.500469,﻿8488,﻿普通住宅,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿名仕小区,﻿玉山-老城区-震川西路111号,﻿120.959712,﻿31.377709,﻿9600,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿画家公寓,﻿周庄-周庄-富贵园路,﻿120.853738,﻿31.112922,﻿15890,﻿暂无数据,﻿0.50元/㎡/月,﻿23340m²,﻿520户,﻿2008年,﻿446,﻿1.2,﻿41%(高),﻿昆山城建发展有限责任公司,﻿业主自管,0,12
﻿中南世纪城（太仓）,﻿玉山-城东-太仓市人民南路与上海路交汇处,﻿120.956194,﻿31.364133,﻿9868,﻿普通住宅,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿前进西路散盘,﻿玉山-城西-前进西路体育馆路交叉口,﻿120.908780,﻿31.381309,﻿27797,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿首创青旅岛尚,"﻿锦溪-锦溪-同周公路,近溪锦商公路",﻿120.927797,﻿31.160437,﻿17355,﻿暂无数据,﻿3.50元/㎡/月,﻿371440m²,﻿478户,﻿暂无数据,﻿2,﻿0.67,﻿31%(一般),﻿首创青旅置业(昆山)有限公司,﻿北京盛世物业公司,1,333
﻿中置花苑,"﻿花桥-赛格电子城-曹新路,近三星路",﻿121.147693,﻿31.293735,﻿15159,﻿暂无数据,﻿1.00元/㎡/月,﻿86000m²,﻿480户,﻿暂无数据,﻿324,﻿2.4,﻿35%(一般),﻿市政建设,﻿深圳市鹏基物业管理有限公司,1,4
﻿仁心苑,﻿玉山-南星渎-山淞路,﻿120.899127,﻿31.338258,﻿13176,﻿暂无数据,﻿0.80元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2013年,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿昆山市临丰房产开发有限公司,﻿业主自管,21,257
﻿东湖新村(淀兴路),"﻿淀山湖-淀山湖-淀兴路,中市路",﻿121.028331,﻿31.181851,﻿11206,﻿公寓,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,0,0
﻿玉龙东村,﻿玉山-老城区-玉龙路20号,﻿120.973511,﻿31.386675,﻿17676,﻿暂无数据,﻿1.20元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2008年,﻿暂无数据,﻿2.3,﻿40%(高),﻿昆山融信恺庭房地产开发有限公司,﻿玉龙东村物业,17,126
﻿亭林路258号小区,﻿玉山-老城区-亭林路258号,﻿120.953682,﻿31.388383,﻿24009,﻿暂无数据,﻿0.00元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿业主自营,0,6
﻿华城美地(西岸),﻿周市-周市-长江北路999号,﻿120.966281,﻿31.462686,﻿13575,﻿暂无数据,﻿1.50元/㎡/月,﻿暂无数据,﻿暂无数据,﻿2013年,﻿暂无数据,﻿2.56,﻿37%(一般),﻿昆山华地房地产有限公司,﻿昆山华地物业管理有限公司,6,109
﻿港甫花苑,﻿张浦-南港-望江路,﻿120.888247,﻿31.274454,﻿10757,﻿暂无数据,﻿0.80元/㎡/月,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿暂无数据,﻿自主管理,0,4
﻿中冶昆庭,﻿玉山-城东-太湖路、震川东路交汇处,﻿121.037105,﻿31.381053,﻿11951,﻿公寓,﻿3.50元/平方米/月,﻿138307m²,﻿1547户,﻿2012年,﻿649,﻿3.507,﻿37%(一般),﻿中冶置业（昆山）有限公司,﻿上海金晨物业经营管理有限公司昆山分公司,0,0
